0	624
1	834
1	1100
1	624
1	637
2	1041
2	624
2	659
2	1079
2	1414
3	591
3	624
3	150
3	485
3	427
3	832
4	624
5	1541
5	624
5	1532
6	1590
6	1130
6	624
6	1329
6	554
6	984
6	1162
6	775
7	624
7	326
8	1162
8	624
8	1022
8	867
8	585
9	624
9	990
9	867
10	624
11	624
12	624
12	1374
12	80
12	1081
13	386
13	624
14	624
15	624
15	867
15	113
15	457
15	623
15	1100
15	1023
15	997
16	1022
16	624
17	624
18	624
19	514
19	624
20	750
20	1100
20	624
21	624
22	624
22	1404
22	101
23	1069
23	867
23	624
23	892
24	624
24	892
25	624
25	744
25	668
26	360
26	624
26	476
27	624
27	671
28	624
28	892
28	617
29	624
30	624
31	624
31	905
32	624
32	1022
32	204
32	196
32	858
33	624
34	386
34	624
35	624
36	624
37	787
37	1382
37	1288
37	624
37	1162
38	1399
38	1263
38	624
38	476
38	196
39	331
39	624
40	1399
40	1263
40	624
40	476
40	196
41	624
41	381
41	91
41	1380
42	624
42	698
42	1482
43	624
43	1079
43	639
44	90
44	624
44	1104
45	624
46	624
46	1022
47	624
47	1100
47	1582
47	1516
48	90
48	624
48	867
48	1079
49	154
49	624
50	624
50	1022
51	624
51	1643
52	624
52	161
52	1582
52	1399
52	677
53	624
53	1162
53	1130
53	1416
54	624
55	90
55	624
55	990
55	867
55	1079
55	196
55	892
55	386
56	624
56	1022
56	153
56	1614
57	624
57	476
57	498
57	698
58	624
59	624
60	624
61	624
62	624
63	624
64	624
64	1100
64	750
65	624
66	624
67	624
68	624
68	867
69	624
69	867
69	1437
70	624
70	1582
71	624
71	1582
72	624
72	1079
72	1376
73	624
73	386
74	624
75	624
76	624
76	867
76	1079
76	476
77	624
78	624
78	1162
79	624
80	624
81	624
82	624
83	624
83	1578
83	1022
84	624
85	624
86	624
87	624
87	1582
88	624
89	624
90	624
91	624
92	624
92	637
93	624
93	1003
94	624
94	1383
95	624
95	359
95	91
95	698
95	1156
96	624
97	624
97	1192
97	1252
97	637
97	1449
98	624
99	624
99	637
100	90
100	624
101	624
102	624
103	624
104	624
105	624
106	624
107	624
108	90
108	624
108	386
109	624
110	624
110	1079
111	624
112	624
113	624
114	624
114	1100
114	1590
114	750
115	624
115	271
116	154
116	624
117	634
117	624
117	1100
117	623
117	475
117	698
117	1210
117	1156
118	624
118	520
119	624
120	624
121	624
122	624
123	1414
123	1013
123	624
123	1069
123	226
123	1079
123	91
123	1345
123	623
123	409
123	698
123	1303
123	1023
123	400
124	1414
124	624
124	1079
124	1275
124	1148
124	176
125	624
126	624
126	1416
126	1229
127	624
127	1544
128	624
128	476
128	1582
128	698
129	624
130	624
130	990
130	867
130	439
130	457
130	1248
130	1639
130	627
130	527
130	523
130	360
130	858
131	624
132	624
132	1079
132	892
133	204
133	624
133	381
133	1068
133	704
133	1411
133	401
133	412
133	1537
133	74
133	671
133	1234
133	1042
133	1217
133	1236
133	409
133	1380
133	1567
133	667
133	1023
133	1516
134	624
134	150
135	90
135	624
135	326
136	624
136	196
137	624
138	624
138	1582
138	698
139	624
139	637
140	624
140	98
140	150
141	624
141	217
141	57
142	624
142	1069
142	516
142	1416
142	280
142	1007
143	624
143	1401
143	867
143	1079
143	603
143	469
144	624
145	624
146	624
147	624
147	77
147	1022
147	1609
148	624
148	1329
148	867
148	1079
148	622
148	623
148	1023
148	1117
148	1077
149	624
149	1079
150	624
150	1079
151	624
151	1399
152	624
153	624
154	624
154	1329
154	637
154	306
155	624
155	1547
155	1156
156	624
156	307
156	242
156	1582
156	1022
156	1233
157	624
157	1383
157	698
158	624
159	624
159	892
160	624
160	988
161	1306
161	624
161	867
161	1578
161	297
161	570
162	624
162	1079
163	624
163	990
164	624
164	867
164	386
165	624
166	624
166	1008
166	892
167	90
167	624
167	1069
167	867
167	1079
167	386
168	624
168	1362
169	624
170	624
170	750
170	637
170	876
171	624
171	1401
171	130
171	867
171	404
171	570
172	624
172	64
173	624
173	939
173	64
174	624
174	867
175	624
175	1079
175	476
176	624
176	923
176	476
176	1576
176	307
176	637
176	1582
176	1448
177	624
177	1069
177	1079
177	412
177	196
177	994
177	1354
177	520
177	777
178	624
178	1492
179	624
180	204
180	624
180	183
181	624
181	570
182	154
182	624
183	624
183	1008
183	239
183	889
183	637
183	892
183	835
183	1000
183	1007
184	624
185	624
185	1069
185	196
185	1449
185	1383
185	1022
185	698
185	325
185	1156
186	624
186	726
186	1162
186	883
186	698
186	835
187	624
187	239
188	624
189	624
189	1079
189	469
189	1023
190	624
190	976
190	307
190	1449
191	624
192	154
192	624
192	1079
192	1437
193	154
193	624
194	624
194	459
194	1052
194	1421
194	637
194	892
194	1022
194	1547
195	624
195	637
195	1547
196	624
196	552
197	624
197	1345
197	712
197	637
