0	1824
0	409
0	4506
0	4012
0	3657
0	2286
0	1679
1	1424
1	6912
1	520
1	488
1	1535
1	3582
1	3811
2	434
2	3257
2	6873
2	3611
2	7359
2	4557
3	2615
3	6924
4	4552
4	2547
4	3527
4	5514
5	1519
5	6224
6	5881
6	5635
7	4333
7	711
7	7527
7	2045
7	6201
7	1291
8	4803
8	5925
8	3150
8	1139
8	750
8	3733
9	1307
9	3814
9	1654
9	6227
10	7428
10	5977
10	2664
10	6065
11	3432
11	4374
11	1169
11	2803
12	4010
12	2677
12	7573
12	6216
12	4422
12	3598
13	5313
13	916
13	3752
13	525
13	5168
13	6572
13	4386
14	3456
14	5155
15	8179
15	6482
15	7517
16	4339
16	2287
16	4040
17	4304
17	7019
17	6543
17	5930
17	3593
17	2266
17	8085
18	771
18	1796
19	2621
19	6916
19	1040
20	6252
20	7668
20	4119
20	188
20	1876
21	4371
21	5573
21	1827
21	4808
21	7123
21	2591
21	7433
22	4315
22	8201
23	1743
23	4889
23	3258
24	6126
24	2646
24	9
25	5310
25	8005
25	319
25	1832
25	5947
25	5038
26	949
26	3946
26	1290
27	7962
27	1133
28	2060
28	2103
28	7787
28	2705
28	4342
28	6932
29	3295
29	5107
29	6537
30	6118
30	7177
30	7397
30	1982
30	4061
30	3681
30	1049
31	344
31	3770
31	3608
31	117
32	964
32	3750
33	514
33	5413
34	3899
34	4562
35	7953
35	3510
35	2167
35	7744
35	3981
35	7749
35	6669
36	1545
36	1588
36	7062
37	6939
37	6735
37	7651
37	887
38	1612
38	993
38	6596
38	5559
38	1790
38	4073
38	3139
39	7350
39	2296
39	6912
40	4563
40	7579
40	4092
41	7260
41	1604
42	241
42	1528
43	2724
43	6658
43	7956
44	3502
44	6570
44	960
44	2697
44	6209
45	6396
45	4345
46	4673
46	6930
46	7973
46	2536
46	3111
47	3566
47	958
47	998
47	5138
48	821
48	7811
49	2579
49	931
49	1312
49	3044
49	1122
49	1113
50	3853
50	6615
50	1964
50	4033
50	651
50	1343
50	6868
51	5183
51	4272
51	3346
51	5147
51	3910
51	4351
51	6484
52	4915
52	7491
52	5180
53	152
53	7508
54	1638
54	1200
54	3492
54	4345
54	2170
54	5718
55	4002
55	6054
56	2584
56	7179
56	4956
56	128
57	4905
57	1697
57	2200
57	4333
57	1891
57	1753
57	2546
58	4616
58	3450
58	5617
58	3335
59	4325
59	8004
59	4114
59	832
59	1512
59	6939
59	4533
60	58
60	5464
61	4291
61	2647
61	7239
62	7007
62	158
62	1832
62	1232
62	2442
62	590
63	2426
63	7041
63	2088
63	685
64	5974
64	653
64	5862
64	3441
65	4088
65	1684
65	5794
65	6658
65	2532
65	3878
65	2662
66	6755
66	406
66	2938
67	5442
67	6745
67	4065
67	4371
67	2608
67	1771
67	6267
68	7711
68	3644
69	7541
69	5728
69	5000
70	3652
70	387
70	3164
71	5378
71	4564
71	1137
71	4573
71	5753
72	6548
72	5425
72	452
72	1889
72	4279
72	2925
72	4349
73	1776
73	7119
74	5139
74	7149
74	1894
74	6311
75	3114
75	4173
75	727
75	7144
75	27
75	3228
76	7066
76	1146
76	5409
76	5143
77	2041
77	4920
77	5067
77	6691
77	5344
77	6592
77	4844
78	2085
78	3143
78	6888
78	6211
78	2851
78	4930
79	6
79	4978
79	4700
79	3443
79	7043
80	5279
80	7618
80	7238
80	7244
80	3501
80	7752
81	2780
81	1389
81	4649
81	5491
81	1530
81	3848
81	5085
82	3262
82	2414
82	400
83	4011
83	7784
84	1193
84	7461
84	6790
84	3185
84	6291
84	8099
85	3997
85	2417
85	90
85	1746
85	6965
86	2881
86	7611
86	822
87	4082
87	1988
87	7478
87	2184
87	7612
87	5198
88	6991
88	7305
88	2607
88	7777
88	7373
89	4050
89	4543
89	7939
89	3919
90	7206
90	1269
90	4681
90	3841
91	5502
91	5238
91	1320
91	2267
92	3788
92	6275
92	2503
93	3505
93	1052
93	6797
93	6678
93	5421
93	7633
93	6812
94	3388
94	6883
95	320
95	6232
95	7814
95	96
95	5763
96	6389
96	6865
96	3613
96	7999
97	4471
97	7140
97	7956
98	6371
98	5507
99	6624
99	2704
99	7657
99	2091
99	441
99	6455
99	444
100	7022
100	2223
101	2977
101	823
101	4262
101	6211
101	5363
102	7449
102	5355
102	5529
103	4558
103	6906
103	4133
103	1341
103	7705
104	853
104	5733
105	1124
105	659
105	508
106	3266
106	333
106	2496
107	2068
107	7758
107	1874
108	3571
108	7619
108	4198
108	6043
108	2749
108	1876
109	5096
109	1771
109	420
110	6149
110	6498
110	3249
110	1245
111	3978
111	1669
111	4941
111	1983
111	672
111	5688
112	7018
112	6071
112	1129
112	5590
112	207
112	6882
113	1729
113	7102
113	5934
113	7532
113	2506
114	2885
114	4425
114	7921
114	7616
114	7136
115	4397
115	5280
115	4022
115	1419
115	4569
115	7385
115	3995
116	6209
116	5511
116	470
116	8098
116	5325
117	7988
117	3475
117	5813
118	5576
118	4581
118	4526
118	166
119	3130
119	1402
119	3954
119	6658
119	8004
119	3937
120	7800
120	8041
120	7342
120	282
120	1524
120	4820
120	3630
121	3986
121	5016
121	6046
121	7753
